timestamp,age,gender,city,seniority_level,position,experience,main_technology,main_language,company_size,company_type,company_business_sector,salary_last_year,net_salary
02.12.2019 17:50:19,39.0,Female,Munich,Middle,Backend Developer,17,Java,Deutsch,1000+,Product,Finance / Insurance,59000.0,60000.0
02.12.2019 17:50:36,0.0,Male,Munich,Senior,Frontend Developer,7,Javascript / Typescript,Deutsch,50-100,Product,0,0.0,65000.0
02.12.2019 17:52:59,25.0,Female,Munich,Middle,Fullstack Developer,5,.NET,Deutsch,10-50,Consulting / Agency,0,118000.0,66000.0
02.12.2019 18:03:30,29.0,Male,Munich,Middle,Fullstack Developer,8,Java,English,1000+,Product,Сommerce,70002.0,95000.0
02.12.2019 18:09:50,0.0,Male,Munich,Middle,Frontend Developer,3,Javascript / Typescript,English,1000+,Product,Finance / Insurance,0.0,55000.0
02.12.2019 18:14:18,28.0,Male,Munich,Senior,Data Scientist,4,Not Relevant,English,1000+,Product,Tourism,62000.0,64000.0
02.12.2019 18:27:45,47.0,Male,Munich,Senior,Backend Developer,25,.NET,Deutsch,up to 10,Product,0,0.0,87600.0
02.12.2019 18:28:37,31.0,Male,Berlin,Senior,Frontend Developer,10,Javascript / Typescript,English,1000+,Product,Сommerce,53000.0,67000.0
02.12.2019 18:36:23,40.0,Male,Munich,Middle,Product Manager,15,Not Relevant,English,1000+,Product,Tourism,70000.0,75000.0
02.12.2019 18:48:21,32.0,Male,Munich,Lead,Backend Developer,14,PHP,Deutsch,1000+,Product,0,70000.0,88000.0
02.12.2019 18:51:02,34.0,Male,Berlin,Senior,Backend Developer,10,C/C++,English,100-1000,Product,0,75000.0,90000.0
02.12.2019 18:55:15,34.0,Male,Berlin,Senior,Frontend Developer,10,Javascript / Typescript,English,100-1000,Product,Сommerce,65000.0,74800.0
02.12.2019 19:00:08,33.0,Male,Munich,Senior,Fullstack Developer,15,PHP,English,100-1000,Product,Finance / Insurance,114000.0,120000.0
02.12.2019 19:03:22,31.0,Male,Frankfurt,Middle,System Administrator,10,Python,English,100-1000,Product,Finance / Insurance,75000.0,70000.0
02.12.2019 19:10:14,37.0,Male,Munich,Middle,Business Analyst,15,Not Relevant,English,1000+,0,Manufacture,94000.0,92800.0
02.12.2019 19:10:32,33.0,Male,Munich,Senior,QA,5,Kotlin,English,1000+,Product,Media,60000.0,75360.0
02.12.2019 19:21:45,34.0,Female,Berlin,Senior,QA,12,.NET,Deutsch,1000+,Product,Health,62000.0,74001.0
02.12.2019 19:34:30,32.0,Male,Munich,Senior,Mobile Developer,14,Swift,English,0,Product,Сommerce,90000.0,90000.0
02.12.2019 19:36:49,38.0,Male,Berlin,Senior,Backend Developer,13,Java,Deutsch,100-1000,Product,Finance / Insurance,93062.0,85200.0
02.12.2019 19:47:13,32.0,Male,Berlin,Senior,QA,13,Java,English,100-1000,Product,Catering,0.0,65000.0
02.12.2019 19:48:29,27.0,Male,Berlin,Senior,QA,7,Java,English,50-100,Startup,Сommerce,0.0,69300.0
02.12.2019 19:49:12,54.0,Male,Ingolstadt,Senior,Data Scientist,8,R,Deutsch,1000+,Product,Transport,0.0,78000.0
02.12.2019 19:49:52,35.0,Male,Düsseldorf,Middle,Backend Developer,6,.NET,English,10-50,Bodyshop / Outsource,Software Development,0.0,55000.0
02.12.2019 19:51:08,31.0,Male,Stuttgart,Middle,Mobile Developer,6,Javascript / Typescript,Deutsch,1000+,Product,Scientific Activities,0.0,51000.0
02.12.2019 19:59:09,42.0,Male,Berlin,Senior,"CTO (CEO, CFO)",20,Not Relevant,English,100-1000,Startup,0,76002.0,130000.0
02.12.2019 19:59:25,25.0,Female,Munich,Junior,Manager,1,0,Deutsch,1000+,Consulting / Agency,Logistics,0.0,53300.0
02.12.2019 20:02:05,0.0,Male,Hamburg,Senior,DevOps,15,Not Relevant,English,50-100,0,0,0.0,78001.0
02.12.2019 20:04:31,38.0,Male,Munich,Senior,Manager,12,Not Relevant,English,1000+,Consulting / Agency,Finance / Insurance,96000.0,96000.0
02.12.2019 20:09:51,34.0,Male,Munich,Senior,Manager,16,PHP,English,1000+,Product,Сommerce,0.0,85000.0
02.12.2019 20:23:58,40.0,Male,Frankfurt,Senior,Software Architect,20,Java,English,1000+,Bodyshop / Outsource,Finance / Insurance,89000.0,110000.0
02.12.2019 20:28:45,30.0,Male,Munich,Senior,Frontend Developer,9,Javascript / Typescript,Russian,10-50,Product,0,0.0,75000.0
02.12.2019 20:29:23,30.0,Male,Munich,Middle,Machine Learning Engineer,2,Python,English,up to 10,Startup,Transport,52000.0,62000.0
02.12.2019 20:32:32,25.0,Male,Munich,Junior,Frontend Developer,1,Javascript / Typescript,English,100-1000,Startup,Сommerce,0.0,75000.0
02.12.2019 20:32:40,25.0,Male,Munich,Junior,Frontend Developer,1,Javascript / Typescript,English,100-1000,Startup,Сommerce,0.0,75000.0
02.12.2019 20:34:52,25.0,Female,Munich,Middle,Researcher,5,C/C++,English,1000+,Consulting / Agency,Transport,0.0,57000.0
02.12.2019 20:43:20,31.0,Male,Munich,Senior,Mobile Developer,8,Swift,English,50-100,Startup,Health,0.0,65005.0
02.12.2019 20:53:04,32.0,Male,Frankfurt,Middle,Mobile Developer,4,Kotlin,English,10-50,Product,0,0.0,50000.0
02.12.2019 20:56:53,25.0,Male,Munich,Senior,Frontend Developer,5,Javascript / Typescript,English,100-1000,Product,Media,62000.0,88000.0
02.12.2019 20:58:49,32.0,Female,Munich,Middle,Fullstack Developer,10,Java,English,10-50,Bodyshop / Outsource,Finance / Insurance,47500.0,47500.0
02.12.2019 21:02:20,31.0,Male,Munich,Lead,Fullstack Developer,10,Javascript / Typescript,English,1000+,Product,Finance / Insurance,78000.0,79000.0
02.12.2019 21:04:05,32.0,Male,Munich,Middle,Backend Developer,12,Java,English,100-1000,Startup,Finance / Insurance,61000.0,64000.0
02.12.2019 21:06:41,44.0,Male,Munich,Senior,Manager,22,Not Relevant,Deutsch,1000+,Product,Сommerce,146070.0,144000.0
02.12.2019 21:06:55,36.0,Male,Munich,Senior,Backend Developer,13,PHP,English,50-100,Product,Tourism,67000.0,65000.0
02.12.2019 21:08:12,38.0,Female,Frankfurt,Junior,Frontend Developer,1,Javascript / Typescript,Deutsch,100-1000,Consulting / Agency,0,0.0,36000.0
02.12.2019 21:11:52,0.0,Male,Munich,Senior,other,7,0,English,1000+,Product,0,0.0,70501.0
02.12.2019 21:18:00,32.0,Male,Munich,Senior,Backend Developer,5,PHP,English,1000+,Product,Transport,65000.0,65000.0
02.12.2019 21:18:55,32.0,Male,Munich,Lead,Fullstack Developer,14,Scala,English,100-1000,Product,Transport,90000.0,98000.0
02.12.2019 21:22:39,27.0,Male,Munich,Middle,Backend Developer,7,PHP,Deutsch,100-1000,Product,Manufacture,66000.0,66000.0
02.12.2019 21:45:06,27.0,Female,Nuremberg,Middle,Business Analyst,5,0,English,1000+,Product,Software Development,0.0,42000.0
02.12.2019 21:45:10,0.0,Male,Munich,Senior,QA,11,Not Relevant,Deutsch,100-1000,Product,0,67000.0,73000.0
02.12.2019 21:50:35,29.0,Male,Berlin,Senior,Backend Developer,7,Python,English,100-1000,Product,Сommerce,73000.0,78000.0
02.12.2019 21:52:49,26.0,Female,Frankfurt,Middle,Manager,2,Not Relevant,Deutsch,50-100,Product,Finance / Insurance,43000.0,45000.0
02.12.2019 21:56:34,0.0,Female,Munich,Junior,Data Scientist,0,Python,Deutsch,50-100,Product,IT,0.0,59000.0
02.12.2019 22:00:44,35.0,Male,Munich,Senior,Mobile Developer,7,Kotlin,English,100-1000,Product,Health,70000.0,77500.0
02.12.2019 22:29:47,26.0,Male,Berlin,Senior,Data Scientist,5,Python,English,10-50,Startup,HR,0.0,80000.0
02.12.2019 22:34:04,25.0,Male,Munich,Middle,Mobile Developer,4,Swift,English,100-1000,Product,IoT,60000.0,60000.0
02.12.2019 22:38:20,0.0,Male,Cologne,Senior,Software Engineer,13,C/C++,English,50-100,Product,Manufacture,0.0,70000.0
02.12.2019 22:51:27,28.0,Female,Berlin,Junior,Data Scientist,1,Python,English,100-1000,Product,Finance / Insurance,0.0,60000.0
02.12.2019 22:58:19,36.0,Male,Berlin,Senior,Frontend Developer,11,Clojure,English,10-50,Startup,Design,0.0,85000.0
02.12.2019 23:11:17,24.0,Male,Berlin,Middle,Machine Learning Engineer,3,Python,English,10-50,Startup,Customer Support,0.0,75000.0
02.12.2019 23:39:58,34.0,Male,Frankfurt,Senior,Software Architect,10,Python,English,1000+,Product,Software Development,96000.0,125000.0
02.12.2019 23:52:18,34.0,Male,Munich,Senior,Backend Developer,11,Javascript / Typescript,English,50-100,Product,Health,0.0,92000.0
02.12.2019 23:52:23,34.0,Male,Munich,Senior,Backend Developer,11,Javascript / Typescript,English,50-100,Product,Health,0.0,92000.0
02.12.2019 23:59:24,36.0,Male,Berlin,Senior,Backend Developer,10,Java,English,1000+,Product,Сommerce,78000.0,78000.0
03.12.2019 00:11:38,33.0,Male,Hamburg,Middle,Software Engineer,13,C/C++,English,0,Product,Software Development,0.0,55000.0
03.12.2019 00:45:57,29.0,Female,Berlin,Middle,Machine Learning Engineer,3,Python,English,10-50,Startup,Health,0.0,46000.0
03.12.2019 00:49:41,31.0,Male,Munich,Senior,Fullstack Developer,8,Java,English,10-50,Product,Finance / Insurance,0.0,71000.0
03.12.2019 06:24:28,30.0,Male,Berlin,Senior,Backend Developer,12,Python,English,10-50,Startup,IT,0.0,70000.0
03.12.2019 08:08:18,33.0,Male,Munich,Senior,Embedded Developer,11,C/C++,Russian,up to 10,Bodyshop / Outsource,Automotive,72000.0,78000.0
03.12.2019 08:27:19,29.0,Female,Munich,Middle,Mobile Developer,8,Swift,English,1000+,Product,Media,50000.0,70000.0
03.12.2019 08:33:42,32.0,Female,Riga,Junior,Backend Developer,1,AWS,English,50-100,Consulting / Agency,Сonstruction,0.0,13200.0
03.12.2019 08:41:13,29.0,Male,Munich,Senior,Backend Developer,9,.NET,English,up to 10,Product,0,0.0,60000.0
03.12.2019 08:41:32,33.0,Male,Munich,Senior,Cloud Platform Engineer,10,Google Cloud,English,1000+,Product,Software Development,0.0,108000.0
03.12.2019 08:53:40,0.0,Male,Munich,Senior,Mobile Developer,5,Kotlin,English,up to 10,Consulting / Agency,Finance / Insurance,0.0,71000.0
03.12.2019 08:53:50,29.0,Male,Berlin,Senior,Fullstack Developer,10,PHP,English,1000+,Product,Сommerce,60000.0,70000.0
03.12.2019 08:58:34,43.0,Male,Berlin,Senior,Data Engineer,10,SQL,Russian,up to 10,Startup,Сommerce,60000.0,60000.0
03.12.2019 09:03:46,0.0,Female,Bern,Middle,QA,5,Not Relevant,Deutsch,1000+,Product,Transport,105000.0,120000.0
03.12.2019 09:06:49,36.0,Male,Berlin,Senior,Software Architect,14,PHP,English,100-1000,Product,Сommerce,69000.0,75000.0
03.12.2019 09:26:56,30.0,Male,Munich,Senior,Backend Developer,6,Ruby,English,0,Product,Finance / Insurance,0.0,70000.0
03.12.2019 09:31:57,27.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,English,100-1000,Product,Transport,0.0,66000.0
03.12.2019 09:39:08,36.0,Female,Berlin,0,Backend Developer,3,Java,English,10-50,Product,Health,38000.0,45000.0
03.12.2019 09:49:46,28.0,Male,Frankfurt,Middle,Data Scientist,2,Python,Deutsch,100-1000,Product,Finance / Insurance,0.0,55000.0
03.12.2019 09:51:08,34.0,Male,Berlin,Senior,Machine Learning Engineer,10,Scala,English,50-100,Product,Сommerce,0.0,80000.0
03.12.2019 09:53:16,29.0,Male,Berlin,Senior,DevOps,10,Ruby,English,100-1000,Product,Education,65000.0,72000.0
03.12.2019 09:54:29,27.0,Male,Moscow,Senior,Backend Developer,7,Go,Russian,100-1000,Startup,0,0.0,66000.0
03.12.2019 09:56:43,29.0,Male,Berlin,Senior,Backend Developer,8,Java,English,1000+,Product,Catering,0.0,80000.0
03.12.2019 10:03:04,29.0,Male,Munich,Senior,Fullstack Developer,9,Javascript / Typescript,English,100-1000,Product,Fashion,0.0,75000.0
03.12.2019 10:06:05,28.0,Female,Munich,Senior,"Designer (UI, UX)",9,Not Relevant,English,10-50,Product,Сommerce,56000.0,70000.0
03.12.2019 10:06:39,26.0,Male,Munich,0,Mobile Developer,1,Javascript / Typescript,English,50-100,Startup,Сommerce,0.0,59000.0
03.12.2019 10:13:01,0.0,Male,Berlin,Senior,Backend Developer,5,Ruby,English,100-1000,Product,Finance / Insurance,75000.0,85000.0
03.12.2019 10:13:04,34.0,Male,Munich,Senior,Researcher,12,C/C++,English,100-1000,Product,Transport,0.0,112500.0
03.12.2019 10:16:33,32.0,Male,Berlin,Senior,Backend Developer,11,Java,English,1000+,Product,Transport,84000.0,96100.0
03.12.2019 10:21:33,35.0,Male,Düsseldorf,Senior,DevOps,15,AWS,Deutsch,up to 10,Consulting / Agency,Finance / Insurance,65000.0,65000.0
03.12.2019 10:22:01,28.0,Male,Berlin,Middle,QA,7,Python,English,100-1000,Bodyshop / Outsource,Transport,0.0,62001.0
03.12.2019 10:24:08,0.0,Male,Berlin,Lead,Machine Learning Engineer,9,Python,English,1000+,Product,Сommerce,180000.0,236000.0
03.12.2019 10:26:11,38.0,Female,Berlin,Senior,SAP Consultant,10,SAP / ABAP,Deutsch,1000+,Product,Manufacture,78000.0,92000.0
03.12.2019 10:26:19,24.0,Male,Berlin,Middle,Backend Developer,4,Java,English,100-1000,Product,0,44000.0,65000.0
03.12.2019 10:32:07,32.0,Male,Berlin,Senior,Backend Developer,5,Java,Deutsch,1000+,Consulting / Agency,IT,58000.0,67000.0
03.12.2019 10:34:43,0.0,Male,Berlin,Senior,Backend Developer,8,Java,English,100-1000,Product,Finance / Insurance,114000.0,110000.0
03.12.2019 10:35:52,0.0,Male,Stuttgart,Senior,Machine Learning Engineer,5,Python,Deutsch,100-1000,Product,Manufacture,0.0,108000.0
03.12.2019 10:37:06,36.0,Male,Berlin,Senior,Frontend Developer,10,Javascript / Typescript,English,100-1000,Product,Real Estate,70000.0,80000.0
03.12.2019 10:37:13,0.0,Male,Berlin,Senior,Software Architect,11,Java,English,1000+,Product,0,0.0,170000.0
03.12.2019 10:39:01,0.0,Male,Munich,Senior,Researcher,9,Python,English,1000+,Product,0,0.0,220000.0
03.12.2019 10:39:59,0.0,Male,Berlin,Senior,Backend Developer,4,Ruby,English,50-100,Startup,0,0.0,62000.0
03.12.2019 10:41:38,0.0,Male,Berlin,Lead,Software Architect,8,Python,English,100-1000,Product,Сommerce,0.0,128000.0
03.12.2019 10:43:24,42.0,Female,Berlin,Senior,Backend Developer,12,PHP,English,50-100,Product,Сommerce,55000.0,55000.0
03.12.2019 10:45:57,0.0,Male,Darmstadt,Senior,Backend Developer,10,Java,Deutsch,100-1000,0,Telecom,0.0,70000.0
03.12.2019 10:49:45,30.0,Male,Hamburg,Senior,Data Scientist,6,Python,English,100-1000,Startup,Сommerce,80000.0,90000.0
03.12.2019 11:09:14,0.0,Male,Frankfurt,Senior,other,7,0,English,100-1000,Consulting / Agency,Finance / Insurance,160000.0,190000.0
03.12.2019 11:10:10,30.0,Male,Berlin,Senior,Backend Developer,6,Python,Russian,100-1000,Startup,Finance / Insurance,65000.0,70000.0
03.12.2019 11:12:11,28.0,Male,Berlin,Middle,Backend Developer,8,Java,English,1000+,Product,Сommerce,67000.0,68000.0
03.12.2019 11:15:48,37.0,Male,Berlin,Senior,Software Architect,15,Java,English,100-1000,Product,Advertising,85000.0,95000.0
03.12.2019 11:18:30,29.0,Male,Munich,Middle,Mobile Developer,7,Swift,English,1000+,Product,Сommerce,45000.0,70000.0
03.12.2019 11:24:24,0.0,Male,Munich,Middle,Data Scientist,3,Python,English,100-1000,Startup,Manufacture,60000.0,71000.0
03.12.2019 11:29:02,35.0,Male,Berlin,Senior,Backend Developer,16,PHP,English,100-1000,Product,Сommerce,60000.0,65000.0
03.12.2019 11:32:19,30.0,Male,Berlin,Senior,Backend Developer,8,Scala,English,100-1000,Product,0,0.0,86000.0
03.12.2019 11:37:15,34.0,Male,Berlin,Senior,Embedded Developer,12,C/C++,English,100-1000,Startup,Сommerce,0.0,65000.0
03.12.2019 11:39:33,29.0,Male,Dusseldorf,Senior,Backend Developer,8,Java,English,1000+,0,Tourism,0.0,70000.0
03.12.2019 11:47:33,41.0,Male,Munich,Junior,Backend Developer,0,Java,English,1000+,Product,Telecom,48000.0,60000.0
03.12.2019 11:53:44,33.0,Male,Karlsruhe,Senior,QA,7,Java,English,1000+,Product,Сommerce,77000.0,76700.0
03.12.2019 12:02:42,31.0,Male,Frankfurt,Senior,Data Scientist,7,Python,English,1000+,0,Health,0.0,100000.0
03.12.2019 12:03:11,25.0,Male,Kyiv,Senior,DevOps,4,Go,Russian,1000+,Product,Сommerce,42000.0,72500.0
03.12.2019 12:24:16,27.0,Female,Berlin,Middle,Data Scientist,3,Python,English,1000+,Product,Сommerce,0.0,67000.0
03.12.2019 12:33:17,29.0,Male,Kyiv,Senior,DevOps,8,AWS,Russian,50-100,Product,Health,0.0,65000.0
03.12.2019 12:35:38,27.0,Male,Berlin,Senior,Researcher,5,Python,English,100-1000,Startup,Manufacture,0.0,100000.0
03.12.2019 12:41:36,36.0,Male,Berlin,Middle,Data Scientist,18,Python,English,100-1000,Product,Gaming,58000.0,61000.0
03.12.2019 12:43:36,28.0,Male,Munich,Middle,Business Analyst,7,Javascript / Typescript,English,1000+,Product,Software Development,0.0,62500.0
03.12.2019 12:52:51,33.0,Male,Berlin,Middle,Backend Developer,10,Kotlin,English,1000+,Product,Сommerce,74000.0,94000.0
03.12.2019 13:11:56,34.0,Male,Freiburg,Middle,Backend Developer,2,Java,English,100-1000,Consulting / Agency,0,42000.0,42000.0
03.12.2019 13:16:20,36.0,Male,Berlin,Senior,Manager,15,Not Relevant,English,100-1000,Product,Finance / Insurance,83000.0,77000.0
03.12.2019 13:44:56,23.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,English,100-1000,Product,Transport,0.0,65000.0
03.12.2019 13:45:17,35.0,Male,Berlin,Senior,Backend Developer,17,PHP,Russian,100-1000,Product,Transport,0.0,60000.0
03.12.2019 13:51:10,27.0,Male,Munich,Middle,Data Engineer,1,Python,English,10-50,Startup,0,48000.0,58000.0
03.12.2019 14:00:58,30.0,Male,Munich,Senior,Mobile Developer,9,Kotlin,Russian,10-50,Startup,Media,71000.0,75000.0
03.12.2019 14:03:42,37.0,Male,Amsterdam,Senior,QA,14,AWS,English,100-1000,Product,Media,78000.0,75000.0
03.12.2019 15:50:04,0.0,Male,Berlin,Senior,Machine Learning Engineer,10,Python,English,100-1000,Product,0,0.0,151000.0
03.12.2019 15:50:19,41.0,Male,Munich,Senior,Backend Developer,20,Java,English,100-1000,Product,Software Development,75000.0,78000.0
03.12.2019 15:56:07,32.0,Male,Vienna,Lead,Software Architect,12,.NET,English,1000+,Product,Health,0.0,88800.0
03.12.2019 15:56:31,34.0,Male,Berlin,Senior,Backend Developer,13,Python,English,100-1000,Product,Сommerce,65000.0,70000.0
03.12.2019 15:59:33,0.0,Male,Munich,Senior,Software Architect,10,Java,0,1000+,Product,Manufacture,0.0,168000.0
03.12.2019 16:08:49,45.0,Male,Berlin,Middle,Data Engineer,14,Java,English,50-100,Product,Сonstruction,0.0,34446.0
03.12.2019 16:16:58,0.0,Male,Frankfurt,Senior,Backend Developer,8,Java,0,100-1000,0,Finance / Insurance,0.0,144000.0
03.12.2019 16:21:59,0.0,Male,Munich,Lead,Data Scientist,8,Python,0,1000+,Product,Manufacture,0.0,166000.0
03.12.2019 16:24:03,0.0,Male,Stuttgart,Senior,Fullstack Developer,6,Python,0,0,0,Manufacture,0.0,102000.0
03.12.2019 16:25:30,0.0,Female,Berlin,Senior,Data Scientist,7,Python,English,50-100,Startup,0,0.0,68000.0
03.12.2019 16:30:01,0.0,Male,Munich,Senior,Frontend Developer,4,Javascript / Typescript,English,10-50,Product,Сommerce,55000.0,70000.0
03.12.2019 16:33:31,36.0,Male,Kyiv,Middle,DevOps,3,AWS,Russian,1000+,Bodyshop / Outsource,Сommerce,60000.0,38400.0
03.12.2019 16:39:36,0.0,Male,Berlin,Senior,Data Scientist,6,Python,0,0,Product,0,0.0,114000.0
03.12.2019 16:40:55,35.0,Male,Frankfurt,Senior,Product Manager,13,Not Relevant,Deutsch,10-50,Startup,Сommerce,0.0,60000.0
03.12.2019 16:50:33,32.0,Female,Munich,Senior,Backend Developer,8,Java,English,1000+,Product,Finance / Insurance,0.0,68000.0
03.12.2019 16:58:06,29.0,Male,Munich,Middle,Frontend Developer,8,Javascript / Typescript,English,100-1000,Product,0,61500.0,65000.0
03.12.2019 16:59:00,0.0,Female,Munich,0,SAP Consultant,10,SAP / ABAP,Deutsch,100-1000,0,Finance / Insurance,0.0,84200.0
03.12.2019 16:59:30,33.0,Male,Munich,Lead,Backend Developer,11,Java,English,100-1000,Product,Dating,85000.0,90000.0
03.12.2019 17:10:00,33.0,Male,Kyiv,Middle,System Administrator,15,Not Relevant,Russian,10-50,Consulting / Agency,Government,24000.0,38000.0
03.12.2019 17:23:56,39.0,Male,Munich,Senior,Fullstack Developer,15,PHP,English,100-1000,Product,Сommerce,60000.0,79700.0
03.12.2019 17:33:27,25.0,Female,Cologne,Junior,other,2,Not Relevant,Deutsch,1000+,0,Telecom,0.0,49000.0
03.12.2019 18:05:49,33.0,Female,Berlin,Middle,QA,5,Ruby,English,1000+,Product,Catering,51000.0,63400.0
03.12.2019 18:31:52,35.0,Male,Munich,Senior,Backend Developer,16,Java,Russian,10-50,Product,Media,70000.0,70000.0
03.12.2019 18:33:44,34.0,Male,Berlin,Senior,Backend Developer,9,.NET,English,1000+,Product,Сommerce,0.0,77000.0
03.12.2019 18:37:06,31.0,Female,Frankfurt,Senior,Backend Developer,7,Java,English,10-50,Startup,Security,72000.0,68000.0
03.12.2019 19:02:46,0.0,Male,Amsterdam,Senior,Machine Learning Engineer,11,Python,English,1000+,Startup,0,0.0,248000.0
03.12.2019 19:12:30,34.0,Male,Pforzheim,Senior,Backend Developer,13,Java,Deutsch,50-100,Product,Сommerce,65000.0,75000.0
03.12.2019 19:20:52,32.0,Male,Munich,Senior,Software Architect,8,Java,Deutsch,10-50,Product,Health,85000.0,100000.0
03.12.2019 19:29:16,33.0,Male,Munich,Senior,Backend Developer,11,AWS,English,1000+,Product,Manufacture,94000.0,100000.0
03.12.2019 19:32:43,44.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,English,10-50,Product,Сommerce,0.0,65000.0
03.12.2019 19:48:01,26.0,Male,Nuremberg,Junior,DevOps,0,Not Relevant,Deutsch,0,0,0,0.0,55000.0
03.12.2019 20:32:32,30.0,Male,Berlin,Senior,Data Scientist,8,Python,English,50-100,Startup,Scientific Activities,0.0,110000.0
03.12.2019 20:49:10,37.0,Male,Stuttgart,Senior,Software Architect,11,Not Relevant,Deutsch,1000+,Product,Automotive,98000.0,105000.0
03.12.2019 21:08:26,24.0,Female,Frankfurt,Junior,Fullstack Developer,1,Java,Deutsch,1000+,Product,Finance / Insurance,0.0,57000.0
03.12.2019 21:30:05,27.0,Male,Berlin,Senior,Manager,6,Python,English,100-1000,Startup,Tourism,55000.0,58000.0
03.12.2019 21:44:48,30.0,Male,Kassel ,Middle,Frontend Developer,4,Javascript / Typescript,Deutsch,1000+,Product,Software Development,62300.0,62000.0
03.12.2019 21:46:29,36.0,Male,Munich,Senior,DevOps,15,AWS,English,100-1000,Consulting / Agency,IT,0.0,85001.0
03.12.2019 21:48:43,31.0,Female,Munich,Senior,Mobile Developer,8,Swift,English,100-1000,Startup,Finance / Insurance,65000.0,75000.0
03.12.2019 21:51:50,33.0,Male,Munich,Senior,Embedded Developer,4,C/C++,Deutsch,100-1000,Consulting / Agency,Manufacture,57200.0,61400.0
03.12.2019 21:57:03,0.0,Female,Munich,Middle,Data Engineer,7,SQL,English,1000+,Product,Finance / Insurance,58500.0,58250.0
03.12.2019 22:13:11,0.0,Male,Munich,Senior,Software Architect,12,Java,English,100-1000,Product,Finance / Insurance,82000.0,90000.0
03.12.2019 22:32:24,43.0,Male,Berlin,Middle,Backend Developer,20,Ruby,English,1000+,Product,Сommerce,67000.0,92000.0
03.12.2019 22:34:45,40.0,Male,Frankfurt,Senior,Manager,18,Not Relevant,English,1000+,Bodyshop / Outsource,IT,102000.0,88000.0
03.12.2019 22:48:58,35.0,Male,Munich,Senior,DevOps,15,Java,Deutsch,1000+,Product,Manufacture,81400.0,79000.0
03.12.2019 23:25:18,36.0,Male,Munich,Senior,Mobile Developer,20,Swift,Deutsch,up to 10,Bodyshop / Outsource,Transport,80000.0,150000.0
03.12.2019 23:25:30,28.0,Male,Munich,Senior,Backend Developer,7,Java,English,1000+,Product,Сommerce,81000.0,80000.0
03.12.2019 23:49:50,31.0,Male,Munich,Senior,Backend Developer,10,Java,English,100-1000,Startup,Tourism,70000.0,93000.0
03.12.2019 23:51:17,30.0,Male,Munich,Lead,DevOps,10,AWS,English,50-100,Product,Finance / Insurance,70002.0,87000.0
04.12.2019 00:02:01,0.0,Male,Munich,Senior,Data Scientist,12,Python,Deutsch,100-1000,Product,Transport,0.0,157000.0
04.12.2019 00:04:40,0.0,Male,Berlin,Lead,"CTO (CEO, CFO)",14,C/C++,English,10-50,Startup,0,0.0,382000.0
04.12.2019 00:07:30,35.0,Female,Madrid,Middle,other,12,Not Relevant,Spanish,1000+,Product,Manufacture,52000.0,49000.0
04.12.2019 00:11:03,28.0,Male,Berlin,Senior,Backend Developer,6,Ruby,English,100-1000,Startup,0,52000.0,52000.0
04.12.2019 00:13:56,0.0,Male,Berlin,Senior,Data Scientist,6,Python,English,50-100,Startup,Сommerce,98000.0,99000.0
04.12.2019 00:57:53,26.0,Male,Frankfurt,Middle,Manager,5,Not Relevant,English,1000+,0,Manufacture,59000.0,66000.0
04.12.2019 01:15:09,25.0,Male,Berlin,Middle,DevOps,3,Not Relevant,English,100-1000,Startup,Transport,0.0,60000.0
04.12.2019 01:19:30,27.0,Female,Munich,Senior,QA,7,Java,English,1000+,Product,Finance / Insurance,75000.0,74500.0
04.12.2019 04:01:31,32.0,Male,Vienna,Middle,Data Scientist,2,R,English,100-1000,Product,Telecom,70000.0,77000.0
04.12.2019 06:31:15,24.0,Male,Stuttgart,Junior,DevOps,2,.NET,Deutsch,1000+,Product,Health,0.0,50000.0
04.12.2019 06:55:16,0.0,Female,Marburg,Junior,Fullstack Developer,0,Java,Deutsch,10-50,Product,Сommerce,0.0,27000.0
04.12.2019 06:58:37,37.0,Male,Munich,Senior,Backend Developer,17,Java,English,100-1000,Product,Scientific Activities,75000.0,79500.0
04.12.2019 07:51:52,27.0,Male,Berlin,Middle,DevOps,6,AWS,English,1000+,Product,Finance / Insurance,0.0,66001.0
04.12.2019 09:11:59,31.0,Female,Berlin,Junior,Machine Learning Engineer,1,Python,Deutsch,100-1000,Consulting / Agency,Сommerce,0.0,52500.0
04.12.2019 09:47:32,29.0,Female,Munich,Middle,Machine Learning Engineer,2,Python,English,up to 10,Startup,Catering,0.0,60000.0
04.12.2019 10:09:47,37.0,Male,Berlin,Senior,Backend Developer,12,Not Relevant,English,50-100,Product,Сommerce,75000.0,75000.0
04.12.2019 10:53:13,34.0,Male,Berlin,Senior,QA,8,Java,English,100-1000,Product,Сommerce,62000.0,67000.0
04.12.2019 10:55:05,0.0,Male,Munich,Senior,Frontend Developer,20,Javascript / Typescript,English,100-1000,Product,Сommerce,61000.0,63000.0
04.12.2019 11:00:22,0.0,Male,Amsterdam,Senior,Data Scientist,8,Python,English,1000+,0,0,0.0,189000.0
04.12.2019 11:25:41,0.0,Male,Berlin,Senior,Backend Developer,8,Java,English,100-1000,Product,Manufacture,0.0,78000.0
