timestamp,age,gender,city,position,experience,seniority_level,main_technology,other_technologies,main_language,company_size,company_type,covid_job_loss,salary_last_year,net_salary
24/11/2020 12:27:23,40.0,Male,Munich,Mobile Developer,25,Lead,Swift,"Swift, Objective-C",English,11-50,Product,No,75000.0,90000.0
24/11/2020 12:28:08,46.0,Male,Munich,QA Engineer,13,Senior,Java,SQL,German,101-1000,Product,No,78500.0,78500.0
24/11/2020 12:28:14,33.0,Male,Berlin,Backend Developer,5,Middle,Java,0,English,101-1000,Product,No,122000.0,136000.0
24/11/2020 12:28:23,33.0,Male,Berlin,ML Engineer,10,Middle,Python,"Python, C/C++, Pytorch",English,51-100,Startup,No,60000.0,62000.0
24/11/2020 12:28:45,34.0,Male,Berlin,Software Engineer,14,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",English,1000+,Product,No,90000.0,100000.0
24/11/2020 12:28:58,36.0,Male,Berlin,Backend Developer,18,Senior,PHP,"PHP, AWS, Google Cloud",English,101-1000,Product,No,120000.0,135000.0
24/11/2020 12:29:35,33.0,Female,Berlin,QA Engineer,8,Senior,-,Python,English,11-50,Startup,Yes,42000.0,50000.0
24/11/2020 12:30:03,32.0,Male,Berlin,Software Engineer,11,Lead,Android,"Python, Kotlin, Swift, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",English,101-1000,Product,No,80000.0,80000.0
24/11/2020 12:35:28,46.0,Male,Berlin,Software Engineer,14,Senior,JavaScript,"PHP, Javascript / Typescript, SQL, Google Cloud, Docker",English,51-100,Product,Yes,63000.0,80000.0
24/11/2020 12:36:04,30.0,Male,Munich,Mobile Developer,8,Senior,Kotlin,"Kotlin, Java / Scala",English,1000+,Product,No,0.0,66000.0
24/11/2020 12:36:13,36.0,Male,Rosenheim,Data Science Manager,12,Lead,Python,"R, SQL, AWS, Azure, Docker",English,1000+,Construction,No,0.0,107000.0
24/11/2020 12:37:20,35.0,Male,Berlin,Product Manager,10,Senior,php,"PHP, Javascript / Typescript",English,101-1000,Product,No,0.0,100000.0
24/11/2020 12:38:26,47.0,Male,Munich,DevOps,20,Senior,0,"PHP, SQL, AWS, Azure, Kubernetes, Docker",0,1000+,Product,No,0.0,75000.0
24/11/2020 12:40:25,31.0,Male,Berlin,Data Scientist,10,Lead,Python ,"Kubernetes, Docker",English,1000+,Product,No,175000.0,185000.0
24/11/2020 12:41:45,46.0,Male,Munich,Scrum Master,12,Senior,Agile,"C/C++, PHP, .NET, SQL",German,1000+,Product,No,98000.0,95000.0
24/11/2020 12:44:38,26.0,Male,Berlin,Mobile Developer,6,Senior,Kotlin,"Kotlin, Java / Scala",English,101-1000,Product,No,65000.0,70000.0
24/11/2020 12:44:58,31.0,Male,Mannheim ,Firmware Engineer,10,Senior,C,"Python, C/C++",English,11-50,Product,Yes,0.0,45000.0
24/11/2020 12:47:46,31.0,Male,Munich,Frontend Developer,12,Lead,"TypeScript, JavaScript","Javascript / Typescript, Docker",English,11-50,Startup,No,75000.0,88000.0
24/11/2020 12:48:17,30.0,Female,Berlin,QA Engineer,5,Middle,Python ,"Python, Kubernetes, Docker, Ansible",German,101-1000,Product,No,54000.0,54000.0
24/11/2020 12:50:06,35.0,Male,Munich,Software Engineer,13,Lead,Pegasystems platform ,"C/C++, Javascript / Typescript, Java / Scala, SQL, Docker",English,51-100,Consulting / Agency,No,134000.0,146000.0
24/11/2020 12:51:24,33.0,Male,Berlin,Software Engineer,12,Senior,Javascript,"PHP, Javascript / Typescript, SQL, Docker",English,101-1000,Product,No,65000.0,120000.0
24/11/2020 12:52:56,36.0,Male,Berlin,Software Engineer,7,Middle,"C++, Java, Embedded C","Python, C/C++, .NET, Java / Scala",English and German,up to 10,Product,No,42000.0,42000.0
24/11/2020 12:54:46,36.0,Male,Munich,Solutions Architect,12,Lead,Cloud,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",English,1000+,Product,No,130000.0,130000.0
24/11/2020 12:55:11,40.0,Male,Munich,Software Engineer,13,Senior,0,".NET, Azure",English,1000+,Product,No,0.0,77101.0
24/11/2020 12:55:30,38.0,Male,Frankfurt,Data Center Manager,6,Senior,DC Management,0,English,1000+,Product,No,142000.0,80000.0
24/11/2020 12:55:58,35.0,Female,Berlin,Software Engineer,15,Senior,C#,.NET,German,1000+,Product,No,0.0,76000.0
24/11/2020 12:58:38,32.0,Male,Munich,Fullstack Developer,9,Senior,Java,"Javascript / Typescript, Kubernetes, Docker, Angular",English,11-50,Product,No,71000.0,74000.0
24/11/2020 12:59:10,29.0,Male,Berlin,Software Engineer,8,Senior,Go,"Python, Javascript / Typescript, Go",English,1000+,Product,No,75000.0,75000.0
24/11/2020 13:00:56,30.0,Male,Rosenheim,Software Engineer,9,Middle,Java,"Javascript / Typescript, SQL",German,101-1000,Product,No,57600.0,63000.0
24/11/2020 13:01:17,35.0,Male,Berlin,ML Engineer,10,Lead,Scala,"Java / Scala, SQL, AWS, Kubernetes, Docker",English,11-50,Product,No,80000.0,100000.0
24/11/2020 13:02:04,29.0,Male,Berlin,Software Engineer,7,Senior,Python,Javascript / Typescript,English,101-1000,Startup,No,60000.0,64000.0
24/11/2020 13:05:17,32.0,Female,Berlin,Product Manager,10,Senior,0,0,English,51-100,Consulting / Agency,No,59400.0,66000.0
24/11/2020 13:05:30,30.0,Female,Munich,Mobile Developer,10,Senior,Swift,"Kotlin, Javascript / Typescript",English,1000+,Product,No,70000.0,70000.0
24/11/2020 13:05:53,25.0,Male,Berlin,Software Engineer,6,Middle,Java,0,English,1000+,Big commercial,No,0.0,87500.0
24/11/2020 13:07:04,43.0,Male,Berlin,Software Engineer,20,Senior,Python,"SQL, AWS, Docker",English,1000+,Product,No,80000.0,79000.0
24/11/2020 13:07:24,38.0,Male,Berlin,Software Engineer,16,Senior,Python,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",English,1000+,Product,No,65000.0,65000.0
24/11/2020 13:09:38,26.0,Male,Berlin,Software Engineer,5,Middle,Scala,"Java / Scala, SQL, Google Cloud, Docker",English,101-1000,Product,No,56500.0,73300.0
24/11/2020 13:09:51,25.0,Female,Munich,Product Manager,3,Middle,--,0,English,1000+,Product,No,0.0,62000.0
24/11/2020 13:11:21,34.0,Male,Munich,Software Engineer,12,Lead,python,"Python, Javascript / Typescript, SQL, AWS, Docker",English,11-50,Product,No,95000.0,95000.0
24/11/2020 13:14:01,34.0,Male,Munich,Designer (UI/UX),11,Senior,0,0,English,11-50,Startup,No,0.0,60000.0
24/11/2020 13:14:33,27.0,Male,Berlin,Backend Developer,5,Middle,Java,"AWS, Docker",English,1000+,Product,No,0.0,65000.0
24/11/2020 13:16:52,30.0,Male,Berlin,Mobile Developer,3,Senior,Swift,"Kotlin, .NET, Java / Scala, Dart",English,11-50,Startup,No,52000.0,58000.0
24/11/2020 13:21:22,34.0,Male,Berlin,Data Scientist,5,Middle,Python,"C/C++, SQL, AWS, Docker",English,101-1000,Product,No,62000.0,70000.0
24/11/2020 13:23:32,36.0,Female,Berlin,QA Engineer,14,Lead,Java,Kotlin,English,11-50,Product,No,69300.0,75900.0
24/11/2020 13:25:44,27.0,Male,Berlin,Backend Developer,5,Middle,Java,"AWS, Docker",English,1000+,Product,No,0.0,65000.0
24/11/2020 13:25:57,45.0,Male,Berlin,Mobile Developer,10,Lead,SWIFT,"Swift, Javascript / Typescript, Java / Scala, Google Cloud",English,101-1000,Product,No,68000.0,79000.0
24/11/2020 13:29:21,35.0,Male,Berlin,Backend Developer,6,Senior,"Java, angular, Aws","Python, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",English,51-100,Product,No,0.0,76000.0
24/11/2020 13:32:34,36.0,Male,Berlin,Engineering Manager,7,Lead,"Swift, objective-c","Kotlin, Swift, Go, AWS, Kubernetes, Docker",English,1000+,Product,No,0.0,175000.0
24/11/2020 13:33:08,32.0,Male,Stuttgart,QA Engineer,9,Senior,Java,"R, SQL, Perl, Docker",German,1000+,Consulting / Agency,No,72000.0,64700.0
24/11/2020 13:35:41,33.0,Male,Boeblingen,DevOps,14,Senior,Golang,"Python, Javascript / Typescript, SQL, Go, Perl, Google Cloud, Kubernetes, Docker",English,101-1000,Product,No,0.0,70000.0
24/11/2020 13:36:54,30.0,Male,Berlin,Backend Developer,10,Middle,PHP,"Kotlin, Java / Scala, SQL, AWS, Docker",English,1000+,Product,No,0.0,56000.0
24/11/2020 13:37:05,35.0,Male,Berlin,Software Engineer,15,Senior,go,"PHP, Javascript / Typescript, Perl, AWS, Kubernetes, Docker",English,51-100,Startup,Yes,0.0,70000.0
24/11/2020 13:37:57,24.0,Male,Boeblingen,C/C++/Java developer,0.8,Junior,Java,C/C++,English,11-50,Product,No,48101.0,48101.0
24/11/2020 13:40:28,25.0,Male,Stuttgart,Backend Developer,4,Middle,Java,"Javascript / Typescript, .NET",German,101-1000,Consulting / Agency,No,50000.0,60000.0
24/11/2020 13:40:53,29.0,Male,Berlin,Mobile Developer,8,Senior,Kotlin,"Kotlin, Javascript / Typescript, Dart",English,101-1000,Product,No,52000.0,65000.0
24/11/2020 13:41:26,32.0,Male,Berlin,DevOps Manager,10,Lead,DevOps,"Python, AWS, Azure, Kubernetes, Docker",English,1000+,Product,No,0.0,100000.0
24/11/2020 13:42:43,32.0,Male,Düsseldorf,Software Engineer,11,Senior,.net,"Javascript / Typescript, Java / Scala, Go",English,1000+,Consulting / Agency,No,96000.0,122000.0
24/11/2020 13:50:23,24.0,Male,Munich,Software Engineer,3,Middle,Node.js,"Swift, Javascript / Typescript, Go, AWS, Kubernetes, Docker",English,1000+,Consulting / Agency,No,0.0,76000.0
24/11/2020 13:51:23,24.0,Female,Stuttgart,Software Engineer,2,Middle,iOS,"Swift, Flutter",English,11-50,Consulting / Agency,No,0.0,57200.0
24/11/2020 13:53:01,56.0,Male,Ingolstadt,Software Engineer,9,Senior,R,"R, SQL",German,1000+,Product,No,0.0,75000.0
24/11/2020 13:54:47,53.0,Male,Stuttgart,Frontend Developer,15,Senior,"Java, Javascript",Javascript / Typescript,German,101-1000,Product,No,0.0,50000.0
24/11/2020 13:55:19,25.0,Male,Munich,ML Engineer,1,Middle,Python,"Python, C/C++, Swift, Matlab ",English,1000+,Product,No,0.0,67000.0
24/11/2020 13:55:19,32.0,Male,Berlin,Engineering Manager,9,Lead,0,"PHP, Javascript / Typescript, .NET, SQL, Google Cloud, Kubernetes, Docker",English,1000+,Product,No,0.0,235000.0
24/11/2020 13:55:55,28.0,Male,Stuttgart,Software Engineer,8,Senior,C++,Python,English,1000+,Outsorce,No,0.0,67200.0
24/11/2020 13:56:32,32.0,Male,Berlin,Backend Developer,0,Senior,Ruby,"Javascript / Typescript, Go, AWS, Docker",English,101-1000,Product,No,0.0,72000.0
24/11/2020 13:58:11,30.0,Male,Munich,Software Engineer,7,Senior,C++,0,English,1000+,Product,No,167000.0,175000.0
24/11/2020 14:00:19,26.0,Female,Berlin,Software Engineer,6,Senior,.NET,".NET, SQL, Azure, Docker",English,101-1000,Product,No,57000.0,66000.0
24/11/2020 14:01:01,31.0,Female,Stuttgart,Data Scientist,4,Middle,R,"Python, R, Azure",German,1000+,Product,No,130000.0,138000.0
24/11/2020 14:02:22,31.0,Male,Munich,Software Engineer,9,Middle,C++,Java / Scala,English,1000+,Product,No,0.0,115000.0
24/11/2020 14:03:04,29.0,Female,Stuttgart,QA Engineer,6,Middle,JS,0,English,101-1000,Product,No,0.0,54000.0
24/11/2020 14:03:07,33.0,Male,Munich,Backend Developer,15,Lead,Scala,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",English,11-50,Startup,No,98101.0,110000.0
24/11/2020 14:04:28,26.0,Male,Munich,ML Engineer,1.5,Junior,Python,"C/C++, PyTorch",German,101-1000,Consulting / Agency,No,55000.0,58000.0
24/11/2020 14:06:46,30.0,Female,Frankfurt,QA Engineer,6,Senior,Bash,"Python, Java / Scala, SQL, AWS, Azure",German,1000+,Bank ,No,72000.0,72000.0
24/11/2020 14:07:23,34.0,Male,Berlin,Software Engineer,14,Senior,C#,"Javascript / Typescript, .NET, SQL, AWS, Docker",English,101-1000,Product,No,65000.0,72000.0
24/11/2020 14:07:23,37.0,Male,Berlin,Team Lead,12,Lead,Python,"Python, PHP, Javascript / Typescript, SQL, Docker",English,11-50,Consulting / Agency,No,85000.0,90000.0
24/11/2020 14:13:21,38.0,Male,Frankfurt,Tech Lead,16,Lead,.Net,"Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",English,101-1000,Fintech,No,0.0,211000.0
24/11/2020 14:13:25,28.0,Male,Munich,Network Administrator,9,Senior,Network,0,English,1000+,Automotive,No,59500.0,68500.0
24/11/2020 14:14:23,35.0,Male,Stuttgart,Security Manager,14,Senior,0,"AWS, Google Cloud",German,1000+,Product,No,57000.0,85000.0
24/11/2020 14:17:20,31.0,Male,Berlin,QA Engineer,10,Senior,nothing,Python,English,1000+,Product,No,67500.0,137000.0
24/11/2020 14:21:40,29.0,Male,Düsseldorf,Consultant Data Analytics,1,Junior,Python,0,German,1000+,Consulting / Agency,No,0.0,47000.0
24/11/2020 14:24:07,39.0,Male,Munich,BI IT Consultant,5,Middle,"Qlik BI Tool, SQL","Javascript / Typescript, SQL",German,1000+,Product,No,70000.0,73000.0
24/11/2020 14:26:28,31.0,Female,Berlin,Graphic Designer,11,Middle,0,"Adobe Cloud, Sketch, 3Ds Max",English,101-1000,Startup,No,21800.0,32000.0
24/11/2020 14:28:29,39.0,Male,Munich,Software Engineer,12,Lead,PHP,"Javascript / Typescript, Kubernetes, Docker",English,up to 10,Consulting / Agency,No,108000.0,108000.0
24/11/2020 14:28:35,29.0,Male,Munich,Backend Developer,8,Senior,Java,SQL,English,1000+,Product,No,80000.0,102000.0
24/11/2020 14:29:49,36.0,Male,Nürnberg,Frontend Developer,1,Junior,Javascript,"PHP, SQL",German,up to 10,Startup,Yes,0.0,37500.0
24/11/2020 14:30:08,33.0,Male,Berlin,iOS Developer,10,Middle,Swift,"Ruby, Objective C",English,1000+,Product,No,66000.0,67000.0
24/11/2020 14:30:58,35.0,Male,Frankfurt,Banker,12,Senior,0,0,English,101-1000,Bank,No,0.0,132000.0
24/11/2020 14:31:59,31.0,Male,Berlin,Data Engineer,9,Senior,Python,"Kotlin, SQL, AWS, Docker, Spark",English,101-1000,Product,No,80600.0,93150.0
24/11/2020 14:34:00,38.0,Male,Berlin,Backend Developer,11,Senior,Javascript,"Python, Javascript / Typescript, SQL, AWS, Docker",English,up to 10,Startup,No,0.0,35000.0
24/11/2020 14:34:18,37.0,Male,Berlin,Cloud Engineer,15,Senior,Cloud,"Python, .NET, Azure, Kubernetes, Docker",English,1000+,Product,Yes,69000.0,82000.0
24/11/2020 14:34:36,34.0,Male,Munich,Product Manager,7,Middle,0,0,English,101-1000,Startup,No,72000.0,72000.0
24/11/2020 14:34:38,30.0,Male,Ansbach,Software Engineer,4,Junior,PHP,Javascript / Typescript,English,101-1000,Product,No,36000.0,42000.0
24/11/2020 14:37:11,34.0,Male,Munich,Solutions architect,14,Lead,Blockchain,"Python, Kotlin, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",English,101-1000,Startup,No,95000.0,105000.0
24/11/2020 14:37:19,33.0,Male,Berlin,Backend Developer,12,Senior,PHP,"SQL, Go, AWS, Docker",English,101-1000,0,No,65000.0,67000.0
24/11/2020 14:38:11,43.0,Male,Berlin,Backend Developer,5,Middle,Java,Kotlin,English,101-1000,Product,No,69000.0,70000.0
24/11/2020 14:40:25,32.0,Female,Stuttgart,Stuttgart,2,Junior,Java,0,English,1000+,Product,No,48000.0,56000.0
24/11/2020 14:42:18,34.0,Male,Leipzig,Mobile Developer,14,Senior,Android,"Kotlin, Java / Scala, Azure",English,101-1000,Consulting / Agency,No,104000.0,120000.0
24/11/2020 14:47:18,29.0,Male,Berlin,Backend Developer,9,Senior,Java,"Kotlin, SQL, Azure, Kubernetes, Docker, Mongo",English,1000+,Product,No,66000.0,85000.0
24/11/2020 14:49:06,37.0,Male,Berlin,Frontend Developer,14,Senior,Angular,"Javascript / Typescript, Azure, Kubernetes, GraphQL",English,1000+,IT Department of established business,No,82000.0,84000.0
24/11/2020 14:49:52,41.0,Male,Munich,Project Manager,19,Senior,Autonomous Driving,C/C++,English,101-1000,Product,No,120000.0,123600.0
24/11/2020 14:52:12,33.0,Male,Mannheim,Software Engineer,6,Middle,c#,.NET,English,51-100,Startup,No,48000.0,49000.0
24/11/2020 14:54:48,33.0,Female,Berlin,QA Engineer,9,Middle,Java,0,English,101-1000,Startup,No,54000.0,57000.0
24/11/2020 14:56:33,40.0,Male,Munich,QA Engineer,18,Lead,Java,"SQL, AWS, Kubernetes, Docker, Groovy",German,1000+,Product,No,83000.0,86000.0
24/11/2020 14:58:11,38.0,Male,Munich,Backend Developer,12,Senior,Java,"PHP, Javascript / Typescript, SQL",German,101-1000,Telecommunications,No,69500.0,71500.0
24/11/2020 15:03:12,29.0,Male,Munich,Frontend Developer,5,Middle,"Js, TypeScript, Angular",0,English,101-1000,Product,No,57000.0,57000.0
24/11/2020 15:04:23,27.0,Male,Berlin,Backend Developer,7,Senior,go,"SQL, Go, AWS, Kubernetes, Docker",English,11-50,Product,No,0.0,87000.0
24/11/2020 15:05:21,39.0,Male,Berlin,Product Manager,10,Lead,0,0,English,1000+,Product,No,320000.0,320000.0
24/11/2020 15:07:35,33.0,Male,Frankfurt,Software Engineer,10,Senior,.NET,"Javascript / Typescript, SQL, Azure",English,up to 10,Startup,No,0.0,26400.0
24/11/2020 15:07:35,28.0,Male,Berlin,Frontend Developer,8,Senior,Javascript,0,0,0,0,other,0.0,68000.0
24/11/2020 15:08:28,33.0,Female,Munich,QA Engineer,6.5,Senior,0,0,English,101-1000,Product,No,58000.0,61500.0
24/11/2020 15:09:28,38.0,Male,Munich,ML Engineer,10,Lead,Python,"SQL, AWS, Azure, Kubernetes, Docker",English,51-100,Consulting / Agency,No,92000.0,92101.0
24/11/2020 15:10:18,42.0,Male,Berlin,ML Engineer,20,Senior,Python,"Java / Scala, SQL, AWS, Google Cloud, Azure, Docker",German,1000+,Product,No,66000.0,80000.0
24/11/2020 15:16:47,45.0,Female,Frankfurt,Data Analyst,6,Senior,T-SQL,0,English,11-50,Product,No,0.0,55000.0
24/11/2020 15:17:34,38.0,Male,Hamburg,Software Engineer,12,Senior,Java,"Python, Java / Scala, AWS, Docker",English,51-100,Product,No,72000.0,80000.0
24/11/2020 15:17:54,29.0,Male,Berlin,QA Engineer,9,Senior,0,"SQL, AWS, Kubernetes",English,101-1000,Startup,No,55000.0,70000.0
24/11/2020 15:21:19,30.0,Male,Berlin,Software Engineer,11,Senior,Kotlin,"Kotlin, .NET, SQL, AWS",English,11-50,Startup,No,55000.0,55000.0
24/11/2020 15:22:10,32.0,Male,Berlin,Software Engineer,9,Lead,JavaScript,"Javascript / Typescript, Ruby, AWS, Kubernetes, Docker",English,101-1000,Product,Have been a freelancer at the beginning of year,75000.0,90000.0
24/11/2020 15:27:01,41.0,Male,Munich,Backend Developer,21,Senior,Java,"Kubernetes, Docker",English,101-1000,Product,No,78000.0,80000.0
24/11/2020 15:28:50,34.0,Male,Berlin,Security Engineer,10,Senior,python,"Javascript / Typescript, AWS, Kubernetes",English,1000+,Product,No,72000.0,110000.0
24/11/2020 15:31:46,45.0,Male,Berlin,Software Engineer,25,Lead,c++,"Python, C/C++, Javascript / Typescript, Ruby, .NET, Java / Scala, SQL, Go, AWS, Kubernetes",German,1000+,Product,No,93000.0,95000.0
24/11/2020 15:32:59,34.0,Male,Berlin,DevOps,6,Middle,"Java, terraform","Python, Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",German,1000+,Media,No,114000.0,132000.0
24/11/2020 15:37:24,25.0,Male,Stuttgart,Backend Developer,7,Senior,PHP,"Python, PHP, Javascript / Typescript, SQL",English,11-50,Startup,Yes,0.0,60000.0
24/11/2020 15:38:09,32.0,Male,Berlin,Software Engineer,12,Senior,iOS,"Swift, objective-c",English,51-100,Product,No,65000.0,66800.0
24/11/2020 15:39:13,65.0,Male,Berlin,Software Engineer,25,Senior,"Pascal, VB.NET, C#",".NET, SQL",German,51-100,Product,No,50000.0,55000.0
24/11/2020 15:41:16,33.0,Male,Munich,Business Analyst,10,Senior,Java,SQL,English,101-1000,Product,"No, but there was a salary cut at 10% for 3 months and then at 5% for further 3 months",70850.0,70000.0
24/11/2020 15:41:45,34.0,Male,Berlin,ML Engineer,12,Senior,Python,"Python, SQL, Google Cloud, Kubernetes, Docker",English,1000+,Product,No,80000.0,90000.0
24/11/2020 15:42:31,28.0,Male,Berlin,Backend Developer,7,Senior,PHP,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",English,101-1000,Product,No,0.0,70000.0
24/11/2020 15:47:19,0.0,Male,Berlin,Data Engineer,7.5,Middle,SQL,"Python, SQL, AWS, Kubernetes, Docker",English,101-1000,Product,No,48000.0,68500.0
24/11/2020 15:56:31,39.0,Male,Munich,DBA,17,Senior,Oracle,SQL,English,101-1000,Product,No,0.0,134000.0
24/11/2020 15:59:02,30.0,Male,Berlin,Backend Developer,7,Senior,Ruby,"Javascript / Typescript, SQL, Go, AWS, Docker",English,11-50,Product,No,66000.0,72000.0
24/11/2020 15:59:17,34.0,Male,Berlin,DevOps,12,Senior,Java,"Go, AWS, Kubernetes, Docker",English,101-1000,Product,No,0.0,70000.0
24/11/2020 16:02:11,35.0,Male,Berlin,Support Engineer,10,Senior,PHP,"SQL, AWS, Docker",English,101-1000,Product,No,120000.0,127000.0
24/11/2020 16:03:27,35.0,Female,Berlin,Frontend Developer,12,Middle,Javascript ,"AWS, Docker",English,101-1000,E-commerce,No,70000.0,70000.0
24/11/2020 16:05:55,34.0,Male,Berlin,Frontend Developer,10,Senior,"Angular, React","Python, Javascript / Typescript, Docker",English,11-50,Startup,No,68000.0,68000.0
24/11/2020 16:06:53,34.0,Male,Berlin,Software Engineer,12,Lead,.net,"Javascript / Typescript, .NET, SQL, Azure",German,1000+,Product,No,134000.0,86000.0
24/11/2020 16:14:57,35.0,Male,Berlin,Software Engineer,8,Senior,Elixir,Erlang,English,101-1000,Startup,other,0.0,75000.0
24/11/2020 16:15:34,38.0,Male,Berlin,Software Engineer,13,Lead,Java,Kotlin,English,1000+,Product,No,100240.0,109810.0
24/11/2020 16:16:41,34.0,Female,Berlin,Software Engineer,9,Senior,Kotlin,"Python, Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",English,101-1000,Product,No,72000.0,81000.0
24/11/2020 16:20:42,31.0,Male,Berlin,Mobile Developer,7,Senior,iOS,Swift,English,1000+,Product,No,72500.0,80000.0
24/11/2020 16:26:30,34.0,Male,Berlin,Backend Developer,15,Senior,Elixir,"Javascript / Typescript, Ruby, SQL, Google Cloud, Kubernetes, Docker",English,51-100,Product,No,130000.0,140000.0
24/11/2020 16:34:40,29.0,Female,Munich,Software Engineer,5,Middle,"NodeJS, Typescript, AWS","Javascript / Typescript, Java / Scala, AWS",English,101-1000,Product,No,69000.0,72000.0
24/11/2020 16:35:30,37.0,Male,Berlin,Software Engineer,15,Senior,Scala,"Python, Java / Scala, Docker",English,1000+,Product,No,100000.0,90000.0
24/11/2020 16:42:53,44.0,Male,Stuttgart,Software Engineer,22,Senior,Erlang,"Python, SQL, Docker",English,51-100,Startup,No,76000.0,76000.0
24/11/2020 16:56:17,30.0,Male,Munich,Frontend Developer,9,Middle,TypeScript,"Javascript / Typescript, Kubernetes",English,101-1000,Product,No,64000.0,66000.0
24/11/2020 17:01:00,26.0,Male,Frankfurt,Consultant,4,Middle,JavaScript,"Python, Javascript / Typescript",German,101-1000,Consulting / Agency,No,110000.0,135000.0
24/11/2020 17:03:03,33.0,Diverse,Hamburg,Software Engineer,1,Middle,Scala,"Python, SQL, Kubernetes, Docker",English,1000+,Product,No,0.0,130000.0
24/11/2020 17:04:09,46.0,Male,Berlin,Software Engineer,14,Senior,JavaScript,"PHP, Javascript / Typescript, SQL, Google Cloud, Docker",English,51-100,Product,Yes,63000.0,80000.0
24/11/2020 17:05:17,33.0,Male,Berlin,Software Engineer,14,Senior,PHP,"PHP, Java / Scala",English,51-100,Product,No,68000.0,68000.0
24/11/2020 17:08:51,27.0,Male,Tuttlingen,Software Engineer,4,Junior,C#,.NET,German,up to 10,Product,No,45000.0,48000.0
24/11/2020 17:12:18,38.0,Male,Stuttgart,Software Engineer,15,Senior,C#,.NET,English,11-50,Product,No,56400.0,56400.0
24/11/2020 17:21:09,32.0,Male,Munich,Backend Developer,11,Senior,PHP,"PHP, Javascript / Typescript, Java / Scala, Docker",English,1000+,Product,No,0.0,162400.0
24/11/2020 17:24:17,36.0,Female,Berlin,Recruiter,11,Senior,0,0,English,1000+,Product,No,55000.0,81000.0
24/11/2020 17:24:24,26.0,Male,Frankfurt,Backend Developer,7,Senior,Java,0,English,101-1000,Product,No,0.0,65000.0
24/11/2020 17:27:43,29.0,Male,Berlin,Software Engineer,12,Senior,Go,"PHP, Go",English,101-1000,Product,No,140000.0,150000.0
24/11/2020 17:28:01,32.0,Male,Nürnberg,QA Engineer,8,Senior,"Java, JS","Javascript / Typescript, Java / Scala",German,101-1000,Consulting / Agency,Yes,0.0,60000.0
24/11/2020 17:29:12,29.0,Male,Bonn,Mobile Developer,5,Middle,Objective-C,Swift,English,11-50,Product,No,56800.0,59000.0
24/11/2020 17:29:25,33.0,Male,Hamburg,Software Engineer,10,Senior,Ruby,Elixir,English,101-1000,Product,No,70000.0,75000.0
24/11/2020 17:29:51,0.0,0,Munich,Data Scientist,2,Middle,Python ,0,English,51-100,Product,No,54000.0,54000.0
24/11/2020 17:30:40,32.0,Male,Munich,QA Engineer,9,Senior,QA,Java / Scala,English,101-1000,Product,No,0.0,76000.0
24/11/2020 17:31:48,34.0,Male,Berlin,Software Engineer,10,Senior,C++,Python,English,101-1000,Product,No,81000.0,88000.0
24/11/2020 17:33:40,31.0,Male,Moscow,Data Scientist,2.5,Lead,Python,Python,Russian,1000+,Bank,No,20500.0,26500.0
24/11/2020 17:35:27,29.0,Male,Munich,Software Engineer,7,Senior,TypeScript,"Javascript / Typescript, AWS",English,11-50,Startup,No,0.0,80000.0
24/11/2020 17:35:46,33.0,Male,Munich,Software Engineer,10,Senior,C#,Javascript / Typescript,German,51-100,Product,No,65000.0,78000.0
24/11/2020 17:37:32,32.0,Male,Berlin,Backend Developer,4,Senior,Ruby,"Python, SQL, Go, AWS, Kubernetes, Docker",English,51-100,Product,No,57000.0,65000.0
24/11/2020 17:38:29,47.0,Male,Hamburg,Software Engineer,22,Senior,C++/C#,"C/C++, .NET, SQL",English,up to 10,Product,No,92000.0,92000.0
24/11/2020 17:38:51,29.0,Male,Berlin,Backend Developer,8,Middle,Go,Python,English,101-1000,Product,No,60000.0,65000.0
24/11/2020 17:39:35,28.0,Male,Munich,Software Engineer,5,Senior,C++,"Python, C/C++",English,up to 10,Startup,Yes,46500.0,69000.0
24/11/2020 17:40:38,0.0,Male,Hamburg,Support Engineer,0,Senior,0,"Kubernetes, Docker",English,0,0,No,60000.0,61000.0
24/11/2020 17:40:40,25.0,Male,Hamburg,Data Scientist,2,Middle,Python,.NET,German,11-50,Product,No,91200.0,53000.0
24/11/2020 17:40:57,32.0,Male,Munich,SAP Developer,9,Senior,ABAP,SAP / ABAP,German,1000+,Consulting / Agency,No,0.0,75800.0
24/11/2020 17:43:34,45.0,Male,Munich,Frontend Developer,3,Senior,Javascript / Typescript,0,Russian,11-50,Startup,Yes,65000.0,70000.0
